Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissement;Nom de la commune;Code INSEE de la commune;Secteur;Effectifs;IPS;Ecart-type de l'IPS
2023-2024;VERSAILLES;095;VAL-D'OISE;0951220K;COLLEGE PRIVE SAINT PIE X;DOMONT;95199;privé sous contrat;83;96.4;29.6
2023-2024;VERSAILLES;095;VAL-D'OISE;0951401G;COLLEGE LA JUSTICE;CERGY;95127;public;592;84.4;28.4
2023-2024;VERSAILLES;095;VAL-D'OISE;0951507X;COLLEGE PRIVE SAINT MARTIN DE FRANCE;PONTOISE;95500;privé sous contrat;447;139.9;27.8
2023-2024;VERSAILLES;095;VAL-D'OISE;0951672B;COLLEGE LEONARD DE VINCI;ERAGNY;95218;public;388;107.7;34.5
2023-2024;VERSAILLES;095;VAL-D'OISE;0951697D;COLLEGE MOULIN A VENT;CERGY;95127;public;709;93.8;30.6
2023-2024;VERSAILLES;095;VAL-D'OISE;0951725J;COLLEGE JACQUES YVES COUSTEAU;MERY SUR OISE;95394;public;607;108.5;36.3
2023-2024;VERSAILLES;095;VAL-D'OISE;0951754R;COLLEGE VOLTAIRE;SANNOIS;95582;public;431;116.8;38.2
2023-2024;VERSAILLES;095;VAL-D'OISE;0951799P;COLLEGE CHARLES LE BRUN;MONTMORENCY;95428;public;522;128.1;35.2
2023-2024;VERSAILLES;095;VAL-D'OISE;0951939S;COLLEGE PRIVE OZAR HATORAH;SARCELLES;95585;privé sous contrat;110;117.1;31.3
2023-2024;VERSAILLES;095;VAL-D'OISE;0951943W;COLLEGE PRIVE VAUBAN;PONTOISE;95500;privé sous contrat;284;128.0;30.5
2023-2024;VERSAILLES;095;VAL-D'OISE;0951991Y;COLLEGE CECILE SOREL;MERIEL;95392;public;581;121.7;32.0
2023-2024;VERSAILLES;095;VAL-D'OISE;0952045G;COLLEGE LOUIS HAYET;CORMEILLES EN PARISIS;95176;public;515;113.4;34.8
2023-2024;VERSAILLES;095;VAL-D'OISE;0952079U;COLLEGE ROSA BONHEUR;BRAY ET LU;95101;public;330;112.8;31.6
2023-2024;VERSAILLES;095;VAL-D'OISE;0952080V;COLLEGE ROLAND VASSEUR;VIGNY;95658;public;497;129.7;31.5
2023-2024;VERSAILLES;095;VAL-D'OISE;0952127W;COLLEGE AIME CESAIRE;EZANVILLE;95229;public;604;108.0;33.2
2023-2024;VERSAILLES;095;VAL-D'OISE;0952128X;COLLEGE GEORGES CHARPAK;GOUSSAINVILLE;95280;public;474;76.3;27.8
2023-2024;CORSE;02A;CORSE-DU-SUD;6200006M;COLLEGE ARTHUR GIOVONI AJACCIO;AJACCIO;2A004;public;778;81.1;29.4
2023-2024;CORSE;02A;CORSE-DU-SUD;6200084X;COLLEGE DU STILETTU MEZZAVIA AJACCIO;AJACCIO;2A004;public;742;105.0;30.4
2023-2024;CORSE;02A;CORSE-DU-SUD;6200185G;COLLEGE PRIVE SAINT PAUL AJACCIO;AJACCIO;2A004;privé sous contrat;279;119.4;29.8
2023-2024;CORSE;02B;HAUTE-CORSE;7200013B;COLLEGE MONTESORO BASTIA;BASTIA;2B033;public;704;92.1;30.6
2023-2024;CORSE;02B;HAUTE-CORSE;7200028T;COLLEGE MOLTIFAO;MOLTIFAO;2B162;public;104;96.0;26.7
2023-2024;CORSE;02B;HAUTE-CORSE;7200086F;COLLEGE FIUMORBU;PRUNELLI DI FIUMORBO;2B251;public;800;90.3;28.3
2023-2024;CORSE;02B;HAUTE-CORSE;7200139N;COLLEGE PRIVE PENSIONNAT JEANNE D ARC;BASTIA;2B033;privé sous contrat;411;123.2;29.3
2023-2024;CORSE;02B;HAUTE-CORSE;7200624R;COLLEGE SIMON VINCIGUERRA BASTIA;BASTIA;2B033;public;446;115.6;37.1
2023-2024;GUADELOUPE;971;GUADELOUPE;9710015P;COLLEGE GENERAL DE GAULLE;LE MOULE;97117;public;580;87.5;29.3
2023-2024;GUADELOUPE;971;GUADELOUPE;9710028D;COLLEGE MAXIMILIEN VRECORD;PETIT CANAL;97119;public;329;89.9;27.2
2023-2024;GUADELOUPE;971;GUADELOUPE;9710036M;COLLEGE REMY NAINSOUTA;SAINT CLAUDE;97124;public;512;117.0;34.7
2023-2024;GUADELOUPE;971;GUADELOUPE;9710037N;COLLEGE ALBERT BACLET;SAINT LOUIS;97126;public;135;83.0;26.7
2023-2024;GUADELOUPE;971;GUADELOUPE;9710039R;COLLEGE EDMOND BAMBUCK;LE GOSIER;97113;public;1032;93.8;35.5
2023-2024;GUADELOUPE;971;GUADELOUPE;9710686U;COLLEGE FRONT DE MER;POINTE A PITRE;97120;public;307;83.3;27.4
2023-2024;GUADELOUPE;971;GUADELOUPE;9711181G;COLLEGE BOIS RADA;SAINTE ROSE;97129;public;383;94.6;30.8
2023-2024;GUADELOUPE;971;GUADELOUPE;9711231L;COLLEGE SYLVIANE TELCHID;CAPESTERRE BELLE EAU;97107;public;335;93.0;30.1
2023-2024;MARTINIQUE;972;MARTINIQUE;9720007A;COLLEGE AIME CESAIRE DE FORT DE FRANCE;FORT DE FRANCE;97209;public;193;72.2;18.7
2023-2024;MARTINIQUE;972;MARTINIQUE;9720008B;COLLEGE DU CARBET;LE CARBET;97204;public;195;109.7;32.5
2023-2024;MARTINIQUE;972;MARTINIQUE;9720017L;COLLEGE JACQUES ROUMAIN;RIVIERE PILOTE;97220;public;467;90.2;25.4
2023-2024;MARTINIQUE;972;MARTINIQUE;9720064M;COLLEGE PRIVE SEMINAIRE COLLEGE SAINTE MARIE;FORT DE FRANCE;97209;privé sous contrat;799;131.7;27.8
2023-2024;MARTINIQUE;972;MARTINIQUE;9720072W;COLLEGE PRIVE LISETTE MOUTACHY;LE LAMENTIN;97213;privé sous contrat;432;118.7;23.4
2023-2024;MARTINIQUE;972;MARTINIQUE;9720349X;COLLEGE ROGER CASTENDET EX CORIDON;FORT DE FRANCE;97209;public;402;98.4;29.5
2023-2024;MARTINIQUE;972;MARTINIQUE;9720351Z;COLLEGE DE BEAUSEJOUR;LA TRINITE;97230;public;233;84.6;29.6
2023-2024;MARTINIQUE;972;MARTINIQUE;9720445B;COLLEGE HUBERT NERO;LE LORRAIN;97214;public;216;79.8;25.2
2023-2024;MARTINIQUE;972;MARTINIQUE;9720708M;COLLEGE JENNY ALPHA;FORT DE FRANCE;97209;public;309;78.4;23.6
2023-2024;MARTINIQUE;972;MARTINIQUE;9720774J;COLLEGE PRIVE SAINT JOSEPH DE CLUNY;FORT DE FRANCE;97209;privé sous contrat;616;134.2;27.3
2023-2024;MARTINIQUE;972;MARTINIQUE;9720855X;COLLEGE PRIVE SAINT JEAN PAUL II;FORT DE FRANCE;97209;privé sous contrat;75;119.1;25.2
2023-2024;MARTINIQUE;972;MARTINIQUE;9720861D;COLLEGE PONTALERY CLG ROBERT 3;LE ROBERT;97222;public;341;89.9;31.8
2023-2024;GUYANE;973;GUYANE;9730125Y;COLLEGE HENRI AGARANDE;KOUROU;97304;public;844;81.6;33.6
2023-2024;GUYANE;973;GUYANE;9730179G;COLLEGE AUGUSTE DEDE;REMIRE MONTJOLY;97309;public;823;113.3;34.7
2023-2024;GUYANE;973;GUYANE;9730182K;COLLEGE LA CANOPEE;MATOURY;97307;public;773;85.5;30.8
2023-2024;GUYANE;973;GUYANE;9730334A;COLLEGE PRIVE SAINTE THERESE;REMIRE MONTJOLY;97309;privé sous contrat;450;135.4;29.3
2023-2024;GUYANE;973;GUYANE;9730337D;COLLEGE MA AIYE;APATOU;97360;public;553;70.7;16.2
2023-2024;GUYANE;973;GUYANE;9730374U;COLLEGE ANTOINE SYLVERE FELIX;MACOURIA;97305;public;655;92.7;30.8
2023-2024;GUYANE;973;GUYANE;9730381B;COLLEGE CAPITAINE CHARLES TAFANIER;PAPAICHTON;97362;public;199;73.2;16.3
2023-2024;GUYANE;973;GUYANE;9730394R;COLLEGE ARSENE BOUYER D ANGOMA;SAINT LAURENT DU MARONI;97311;public;940;71.2;25.1
2023-2024;GUYANE;973;GUYANE;9730497C;COLLEGE PRIVE CECILE CHEVIET;SAINT LAURENT DU MARONI;97311;privé sous contrat;137;108.2;33.3
2023-2024;GUYANE;973;GUYANE;9730536V;COLLEGE PRIVE SAINT PIERRE;MATOURY;97307;privé sous contrat;355;120.1;29.2
2023-2024;LA REUNION;974;LA REUNION;9740018B;COLLEGE HARRY GRUCHET CHALOUPE ST LEU;SAINT LEU;97413;public;450;77.0;29.1
2023-2024;LA REUNION;974;LA REUNION;9740076P;COLLEGE PRIVE CATHOLIQUE SAINTE GENEVIEVE;SAINT ANDRE;97409;privé sous contrat;601;124.6;31.6
2023-2024;LA REUNION;974;LA REUNION;9740083X;COLLEGE AMIRAL PIERRE BOUVET;SAINT BENOIT;97410;public;445;73.1;23.4
2023-2024;LA REUNION;974;LA REUNION;9740084Y;COLLEGE RAYMOND VERGES;LA POSSESSION;97408;public;723;100.1;36.5
2023-2024;LA REUNION;974;LA REUNION;9740093H;COLLEGE JULES SOLESSE;SAINT PAUL;97415;public;945;94.9;35.7
2023-2024;LA REUNION;974;LA REUNION;9740096L;COLLEGE ALSACE CORRE;CILAOS;97424;public;314;76.2;24.1
2023-2024;LA REUNION;974;LA REUNION;9740548C;COLLEGE EDMOND ALBIUS;LE PORT;97407;public;661;80.7;27.2
2023-2024;LA REUNION;974;LA REUNION;9740574F;COLLEGE PAUL HERMANN;SAINT PIERRE;97416;public;705;70.7;25.2
2023-2024;LA REUNION;974;LA REUNION;9740652R;COLLEGE TROIS MARES;LE TAMPON;97422;public;949;91.7;33.6
2023-2024;LA REUNION;974;LA REUNION;9740702V;COLLEGE HUBERT DELISLE;SAINT BENOIT;97410;public;735;75.7;27.8
2023-2024;LA REUNION;974;LA REUNION;9740812P;COLLEGE L OASIS;LE PORT;97407;public;650;71.7;20.8
2023-2024;LA REUNION;974;LA REUNION;9740813R;COLLEGE SIMON LUCAS;L ETANG SALE;97404;public;570;102.0;37.9
2023-2024;LA REUNION;974;LA REUNION;9740932V;COLLEGE LES AIGRETTES;SAINT PAUL;97415;public;697;109.9;39.6
2023-2024;LA REUNION;974;LA REUNION;9741262D;COLLEGE LA CHATOIRE;LE TAMPON;97422;public;688;83.3;33.6
2023-2024;LA REUNION;974;LA REUNION;9741346V;COLLEGE LIGNE DES BAMBOUS;SAINT PIERRE;97416;public;794;91.4;34.7
2023-2024;LA REUNION;974;LA REUNION;9741546M;COLLEGE PRIVE LA SALLE ALEXANDRE MONNET;SAINT BENOIT;97410;privé sous contrat;625;116.8;32.3
2023-2024;ST PIERRE ET MIQUELON;975;ST-PIERRE-ET-MIQUELON;9750005G;COLLEGE PRIVE SAINT CHRISTOPHE;SAINT PIERRE;97502;privé sous contrat;47;111.0;25.4
2023-2024;MAYOTTE;976;MAYOTTE;9760042S;COLLEGE MARCEL HENRY;CHIRONGUI;97606;public;429;85.2;30.3
2023-2024;MAYOTTE;976;MAYOTTE;9760119A;COLLEGE ALI HALIDI;CHICONI;97605;public;874;77.7;23.8
2023-2024;MAYOTTE;976;MAYOTTE;9760162X;COLLEGE DE KAWENI 1;MAMOUDZOU;97611;public;1152;61.2;13.4
2023-2024;MAYOTTE;976;MAYOTTE;9760219J;COLLEGE HALIDI SELEMANI M GOMBANI;MAMOUDZOU;97611;public;910;79.3;27.7
2023-2024;MAYOTTE;976;MAYOTTE;9760274U;COLLEGE DE TSINGONI;TSINGONI;97617;public;1340;68.2;22.8
2023-2024;MAYOTTE;976;MAYOTTE;9760314M;COLLEGE DE KAWENI 2;MAMOUDZOU;97611;public;908;68.5;24.8
2023-2024;MAYOTTE;976;MAYOTTE;9760369X;COLLEGE DE MAJICAVO;KOUNGOU;97610;public;1749;66.4;21.0
2023-2024;LYON;001;AIN;0010024W;COLLEGE GEORGES CHARPAK;GEX;01173;public;785;108.5;32.4
2023-2024;LYON;001;AIN;0010041P;COLLEGE VAUGELAS;MEXIMIEUX;01244;public;901;115.7;35.1
2023-2024;LYON;001;AIN;0010046V;COLLEGE DU RENON;VONNAS;01457;public;394;102.0;30.6
2023-2024;LYON;001;AIN;0010079F;COLLEGE PRIVE SAINT JOSEPH;BOURG EN BRESSE;01053;privé sous contrat;476;113.0;29.7
2023-2024;LYON;001;AIN;0010080G;COLLEGE PRIVE JEANNE D ARC;BOURG EN BRESSE;01053;privé sous contrat;326;114.1;30.3
2023-2024;LYON;001;AIN;0010082J;COLLEGE PRIVE SAINT PIERRE;BOURG EN BRESSE;01053;privé sous contrat;804;127.6;33.4
2023-2024;LYON;001;AIN;0010083K;COLLEGE PRIVE SAINT LOUIS;DAGNEUX;01142;privé sous contrat;717;123.4;27.8
2023-2024;LYON;001;AIN;0010089S;COLLEGE PRIVE SAINT PIERRE;MARBOZ;01232;privé sous contrat;114;109.6;31.1
2023-2024;LYON;001;AIN;0010794H;COLLEGE DU VALROMEY;ARTEMARE;01022;public;275;101.3;33.0
2023-2024;LYON;001;AIN;0010796K;COLLEGE EMILE CIZAIN;MONTLUEL;01262;public;675;112.7;35.8
2023-2024;LYON;001;AIN;0010802S;COLLEGE AMPERE;OYONNAX;01283;public;705;70.9;23.8
2023-2024;LYON;001;AIN;0010821M;COLLEGE EUGENE DUBOIS;CHATILLON SUR CHALARONNE;01093;public;616;106.4;30.7
2023-2024;LYON;001;AIN;0010939R;COLLEGE LEON COMAS;VILLARS LES DOMBES;01443;public;530;110.3;32.2
2023-2024;LYON;001;AIN;0010975E;COLLEGE JACQUES PREVERT;SAINT GENIS POUILLY;01354;public;387;106.9;33.2
2023-2024;LYON;001;AIN;0011071J;COLLEGE LE GRAND CEDRE;COLIGNY;01108;public;312;108.1;28.2
2023-2024;LYON;001;AIN;0011150V;COLLEGE PRIVE ENSEMBLE SCOLAIRE LAMARTINE;BELLEY;01034;privé sous contrat;382;118.6;31.6
2023-2024;LYON;001;AIN;0011338Z;COLLEGE JEAN COMPAGNON;REYRIEUX;01322;public;679;119.5;33.9
2023-2024;LYON;001;AIN;0011387C;COLLEGE LUCIE AUBRAC;CEYZERIAT;01072;public;612;113.3;31.5
2023-2024;LYON;001;AIN;0011388D;COLLEGE LE PARUTHIOL;PERON;01288;public;796;110.8;33.4
2023-2024;LYON;001;AIN;0011415H;COLLEGE DU VAL DE SAONE;MONTCEAUX;01258;public;637;116.2;31.4
2023-2024;AMIENS;002;AISNE;0020044M;COLLEGE QUENTIN DE LA TOUR;SAINS RICHAUMONT;02668;public;165;86.1;26.7
2023-2024;AMIENS;002;AISNE;0020046P;COLLEGE DE LA CHESNOYE;SAINT GOBAIN;02680;public;286;106.2;33.6
2023-2024;AMIENS;002;AISNE;0020080B;COLLEGE PIERRE DE LA RAMEE;SAINT QUENTIN;02691;public;461;99.1;38.0
2023-2024;AMIENS;002;AISNE;0020467X;COLLEGE PRIVE LACORDAIRE;CHARMES;02165;privé sous contrat;76;108.5;28.7
2023-2024;AMIENS;002;AISNE;0021778X;COLLEGE JACQUES PREVERT;MARLE;02468;public;242;86.5;30.8
2023-2024;AMIENS;002;AISNE;0022131F;COLLEGE PRIVE SAINT ANTOINE A BOHAIN EN VERMANDOIS;BOHAIN EN VERMANDOIS;02095;privé sous contrat;186;101.5;29.2
2023-2024;CLERMONT-FERRAND;003;ALLIER;0030015A;COLLEGE FERDINAND DUBREUIL;DOYET;03104;public;147;97.2;28.9
2023-2024;CLERMONT-FERRAND;003;ALLIER;0030023J;COLLEGE JULES VERNE;LE MAYET DE MONTAGNE;03165;public;173;99.8;27.4
2023-2024;CLERMONT-FERRAND;003;ALLIER;0030043F;COLLEGE JEAN DE LA FONTAINE;SAINT GERMAIN DES FOSSES;03236;public;326;93.6;29.5
2023-2024;CLERMONT-FERRAND;003;ALLIER;0030092J;COLLEGE LUCIEN COLON;LAPALISSE;03138;public;352;95.2;27.9
2023-2024;CLERMONT-FERRAND;003;ALLIER;0030119N;COLLEGE JULES VERNE;MONTLUCON;03185;public;211;88.6;33.6
2023-2024;CLERMONT-FERRAND;003;ALLIER;0030758H;COLLEGE JULES FERRY;MONTLUCON;03185;public;432;101.2;37.2
2023-2024;AIX-MARSEILLE;004;ALPES-DE-HAUTE-PROVENCE;0040004H;COLLEGE DU VERDON;CASTELLANE;04039;public;136;97.8;24.7
2023-2024;AIX-MARSEILLE;004;ALPES-DE-HAUTE-PROVENCE;0040021B;COLLEGE MARCEL ANDRE;SEYNE;04205;public;104;104.8;31.1
2023-2024;AIX-MARSEILLE;004;ALPES-DE-HAUTE-PROVENCE;0040420K;COLLEGE PAUL ARENE;SISTERON;04209;public;571;104.0;29.9
2023-2024;AIX-MARSEILLE;004;ALPES-DE-HAUTE-PROVENCE;0040524Y;COLLEGE PIERRE GIRARDOT;SAINTE TULLE;04197;public;491;114.7;34.0
2023-2024;AIX-MARSEILLE;004;ALPES-DE-HAUTE-PROVENCE;0040535K;COLLEGE ANDRE AILHAUD;VOLX;04245;public;478;106.7;32.1
2023-2024;AIX-MARSEILLE;004;ALPES-DE-HAUTE-PROVENCE;0040587S;EIPACA;MANOSQUE;04112;public;392;149.3;27.5
2023-2024;AIX-MARSEILLE;005;HAUTES-ALPES;0050022X;COLLEGE FRANCOIS MITTERRAND;VEYNES;05179;public;279;102.0;27.6
2023-2024;AIX-MARSEILLE;005;HAUTES-ALPES;0050409T;COLLEGE LES GIRAUDES;L ARGENTIERE LA BESSEE;05006;public;254;110.3;31.2
2023-2024;AIX-MARSEILLE;005;HAUTES-ALPES;0050452P;COLLEGE LES HAUTS DE PLAINE;LARAGNE MONTEGLIN;05070;public;285;97.2;26.4
2023-2024;AIX-MARSEILLE;005;HAUTES-ALPES;0050638S;COLLEGE MARIE MARVINGT;TALLARD;05170;public;393;105.5;28.2
2023-2024;NICE;006;ALPES-MARITIMES;0060032C;COLLEGE SEGURANE;NICE;06088;public;568;102.9;34.7
2023-2024;NICE;006;ALPES-MARITIMES;0060076A;COLLEGE ROUSTAN;ANTIBES;06004;public;349;93.0;34.9
2023-2024;NICE;006;ALPES-MARITIMES;0060085K;COLLEGE INTERNATIONAL JOSEPH VERNIER;NICE;06088;public;598;87.6;30.4
2023-2024;NICE;006;ALPES-MARITIMES;0060745C;COLLEGE PRIVE NAZARETH;NICE;06088;privé sous contrat;353;127.3;28.4
2023-2024;NICE;006;ALPES-MARITIMES;0060911H;COLLEGE LES BREGUIERES;CAGNES SUR MER;06027;public;576;100.3;34.2
2023-2024;NICE;006;ALPES-MARITIMES;0061339Y;COLLEGE PARC IMPERIAL;NICE;06088;public;880;105.5;35.9
2023-2024;NICE;006;ALPES-MARITIMES;0061458C;COLLEGE PRIVE INSTITUTION SAINT JOSEPH CARNOLES;ROQUEBRUNE CAP MARTIN;06104;privé sous contrat;530;119.1;30.1
2023-2024;NICE;006;ALPES-MARITIMES;0061459D;COLLEGE PRIVE FENELON;GRASSE;06069;privé sous contrat;886;140.7;29.0
2023-2024;NICE;006;ALPES-MARITIMES;0061461F;COLLEGE PRIVE STANISLAS;NICE;06088;privé sous contrat;602;146.7;25.4
2023-2024;NICE;006;ALPES-MARITIMES;0061670H;COLLEGE L EGANAUDE;BIOT;06018;public;815;135.8;35.2
2023-2024;NICE;006;ALPES-MARITIMES;0061694J;COLLEGE L ARCHET;NICE;06088;public;849;117.2;36.9
2023-2024;NICE;006;ALPES-MARITIMES;0062011D;COLLEGE INTERNATIONAL;VALBONNE;06152;public;705;144.6;31.4
2023-2024;NICE;006;ALPES-MARITIMES;0062056C;COLLEGE CESAR;ROQUEFORT LES PINS;06105;public;718;144.8;30.0
2023-2024;NICE;006;ALPES-MARITIMES;0062181N;COLLEGE ARNAUD BELTRAME;PEGOMAS;06090;public;564;115.3;31.0
2023-2024;GRENOBLE;007;ARDECHE;0070010Y;COLLEGE ALBERT MERCOYROL;CRUAS;07076;public;246;102.5;30.4
2023-2024;GRENOBLE;007;ARDECHE;0070017F;COLLEGE LA SEGALIERE;LARGENTIERE;07132;public;184;108.9;31.2
2023-2024;GRENOBLE;007;ARDECHE;0070018G;COLLEGE JOSEPH DURAND;MONTPEZAT SOUS BAUZON;07161;public;226;104.4;28.8
2023-2024;GRENOBLE;007;ARDECHE;0070019H;COLLEGE ALEX MEZENC;LE POUZIN;07181;public;327;99.2;30.6
2023-2024;GRENOBLE;007;ARDECHE;0070037C;COLLEGE LEONCE VIELJEUX;LES VANS;07334;public;263;105.9;32.4
2023-2024;GRENOBLE;007;ARDECHE;0070042H;COLLEGE LES TROIS VALLEES;LA VOULTE SUR RHONE;07349;public;552;99.8;32.5
2023-2024;GRENOBLE;007;ARDECHE;0070059B;COLLEGE PRIVE NOTRE DAME;ANNONAY;07010;privé sous contrat;604;106.4;30.6
2023-2024;GRENOBLE;007;ARDECHE;0070847H;COLLEGE MARCEL CHAMONTIN;LE TEIL;07319;public;588;101.6;33.5
2023-2024;GRENOBLE;007;ARDECHE;0070860X;COLLEGE PRIVE MARIE RIVIER;BOURG SAINT ANDEOL;07042;privé sous contrat;529;110.6;34.0
2023-2024;GRENOBLE;007;ARDECHE;0071245R;COLLEGE DE JASTRES;AUBENAS;07019;public;276;89.1;34.6
2023-2024;REIMS;008;ARDENNES;0080021E;COLLEGE DE LA RETOURNE;JUNIVILLE;08239;public;328;106.9;34.8
2023-2024;REIMS;008;ARDENNES;0080036W;COLLEGE JEAN ROGISSART;NOUZONVILLE;08328;public;279;83.0;27.0
2023-2024;REIMS;008;ARDENNES;0080827F;COLLEGE LES DEUX VALLEES;MONTHERME;08302;public;201;86.2;27.6
2023-2024;REIMS;008;ARDENNES;0080839U;COLLEGE PASTEUR;VRIGNE AUX BOIS;08491;public;344;83.0;28.9
2023-2024;REIMS;008;ARDENNES;0080894D;COLLEGE ROGER SALENGRO;CHARLEVILLE MEZIERES;08105;public;349;67.5;22.7
2023-2024;REIMS;008;ARDENNES;0080896F;COLLEGE DU VAL DE MEUSE;NOUVION SUR MEUSE;08327;public;377;101.0;31.1
2023-2024;REIMS;008;ARDENNES;0080954U;COLLEGE BAYARD;CHARLEVILLE MEZIERES;08105;public;286;85.4;27.9
2023-2024;REIMS;008;ARDENNES;0081097Z;COLLEGE PAUL DROUOT;VOUZIERS;08490;public;368;94.3;32.3
2023-2024;REIMS;008;ARDENNES;0081099B;COLLEGE JEANNE MELIN CARIGNAN;CARIGNAN;08090;public;354;83.7;26.5
2023-2024;REIMS;008;ARDENNES;0081100C;COLLEGE EVA THOME;ATTIGNY;08025;public;309;98.5;31.0
2023-2024;REIMS;008;ARDENNES;0081102E;COLLEGE MULTISITE ASFELD CHATEAU PORCIEN;ASFELD;08024;public;461;99.9;30.4
2023-2024;TOULOUSE;009;ARIEGE;0090037S;COLLEGE PRIVE JEAN XXIII;PAMIERS;09225;privé sous contrat;428;107.0;27.8
2023-2024;TOULOUSE;009;ARIEGE;0090038T;COLLEGE PRIVE DU SACRE COEUR;SAINT GIRONS;09261;privé sous contrat;76;103.1;26.7
2023-2024;TOULOUSE;009;ARIEGE;0090490J;COLLEGE LOUIS PASTEUR;LAVELANET;09160;public;215;92.8;29.0
2023-2024;REIMS;010;AUBE;0100007D;COLLEGE JULIEN REGNIER;BRIENNE LE CHATEAU;10064;public;392;93.7;30.7
2023-2024;REIMS;010;AUBE;0100028B;COLLEGE NICOLAS BOURBON;VENDEUVRE SUR BARSE;10401;public;258;92.6;25.7
2023-2024;REIMS;010;AUBE;0100033G;COLLEGE CHARLES DELAUNAY;LUSIGNY SUR BARSE;10209;public;500;108.9;32.6
2023-2024;REIMS;010;AUBE;0100807Y;COLLEGE PIERRE BROSSOLETTE;LA CHAPELLE SAINT LUC;10081;public;559;85.3;31.1
2023-2024;REIMS;010;AUBE;0100905E;COLLEGE LE NOYER MARCHAND;ROMILLY SUR SEINE;10323;public;546;86.7;28.1
2023-2024;REIMS;010;AUBE;0100962S;COLLEGE PRIVE SAINT BERNARD;TROYES;10387;privé sous contrat;485;132.0;28.9
2023-2024;MONTPELLIER;011;AUDE;0110015G;COLLEGE JEAN BAPTISTE BIEULES;COUIZA;11103;public;266;90.6;31.5
2023-2024;MONTPELLIER;011;AUDE;0110037F;COLLEGE ALAIN;CARCASSONNE;11069;public;382;91.7;31.8
2023-2024;MONTPELLIER;011;AUDE;0110044N;COLLEGE PRIVE JEANNE D ARC;CARCASSONNE;11069;privé sous contrat;564;125.4;29.9
2023-2024;MONTPELLIER;011;AUDE;0110721Z;COLLEGE ANTOINE COURRIERE;CUXAC CABARDES;11115;public;312;109.4;27.3
2023-2024;MONTPELLIER;011;AUDE;0110810W;COLLEGE DE GRAZAILLES;CARCASSONNE;11069;public;553;97.6;30.5
2023-2024;MONTPELLIER;011;AUDE;0110870L;COLLEGE ANTOINE PONS;CHALABRE;11091;public;87;103.0;27.8
2023-2024;TOULOUSE;012;AVEYRON;0120018E;COLLEGE JEAN AMANS;PONT DE SALARS;12185;public;353;106.1;26.4
2023-2024;TOULOUSE;012;AVEYRON;0120021H;COLLEGE GEORGES ROUQUIER;RIGNAC;12199;public;358;107.2;31.3
2023-2024;TOULOUSE;012;AVEYRON;0120070L;COLLEGE PRIVE JEANNE D ARC;RIGNAC;12199;privé sous contrat;159;110.6;27.3
2023-2024;TOULOUSE;012;AVEYRON;0120090H;COLLEGE PRIVE SAINT DOMINIQUE;LA FOUILLADE;12105;privé sous contrat;96;103.6;27.6
2023-2024;TOULOUSE;012;AVEYRON;0120878P;COLLEGE MARCEL AYMARD;MILLAU;12145;public;869;100.5;32.2
2023-2024;TOULOUSE;012;AVEYRON;0121174L;COLLEGE PRIVE SAINT MARTIN;NAUCELLE;12169;privé sous contrat;82;101.8;25.3
2023-2024;TOULOUSE;012;AVEYRON;0121430P;COLLEGE PRIVE SAINT JOSEPH LA SALLE;RODEZ;12202;privé sous contrat;818;119.9;29.6
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0130007M;COLLEGE JAS DE BOUFFAN;AIX EN PROVENCE;13001;public;469;79.7;25.6
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0130079R;COLLEGE CHAPE;MARSEILLE 4E ARRONDISSEMENT;13204;public;444;130.7;41.8
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0131259Y;COLLEGE JEAN GUEHENNO;LAMBESC;13050;public;492;120.4;33.7
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0131322S;COLLEGE PRIVE SAINT CHARLES;ARLES;13004;privé sous contrat;543;125.4;29.7
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0131379D;COLLEGE PRIVE NOTRE DAME DE LA JEUNESSE;MARSEILLE 11E ARRONDISSEMENT;13211;privé sous contrat;392;125.0;26.0
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0131607B;COLLEGE GEORGES BRASSENS;MARIGNANE;13054;public;765;98.7;30.5
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0131611F;COLLEGE RENE CASSIN;TARASCON;13108;public;775;82.1;26.5
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0131622T;COLLEGE JOSEPH LAKANAL;AUBAGNE;13005;public;724;103.1;34.7
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0131689R;COLLEGE PRIVE SAINT VINCENT DE PAUL;MARSEILLE 6E ARRONDISSEMENT;13206;privé sous contrat;255;101.0;29.8
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0131887F;COLLEGE ELSA TRIOLET;MARSEILLE 15E ARRONDISSEMENT;13215;public;336;78.7;25.0
2023-2024;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0131888G;COLLEGE ALAIN SAVARY;ISTRES;13047;public;577;98.9;32.8
